Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Male,M,38,"Rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,38,Discharge from other and unspecified firearms,White,Other,2
Male,M,40,Discharge from other and unspecified firearms,White,Other,2
Male,M,41,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,43,Discharge from other and unspecified firearms,White,Medical Facility - Outpatient or ER,2
Male,M,45,Handgun discharge,White,Medical Facility - Inpatient,2
Male,M,48,"Rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,50,Discharge from other and unspecified firearms,White,Medical Facility - Outpatient or ER,2
Male,M,51,Discharge from other and unspecified firearms,White,Medical Facility - Inpatient,2
Male,M,52,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,56,Handgun discharge,White,Decedent's home,2
Male,M,56,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,56,Discharge from other and unspecified firearms,White,Other,2
Male,M,60,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,66,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,67,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,70,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,72,Discharge from other and unspecified firearms,White,Decedent's home,2
Male,M,75,Discharge from other and unspecified firearms,White,Medical Facility - Inpatient,2
Male,M,91,Discharge from other and unspecified firearms,White,Medical Facility - Inpatient,2
Female,F,12,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,13,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,14,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,14,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,14,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,14,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Female,F,15,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,15,Intentional self-harm by handgun discharge,White,Other,2
Female,F,16,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,17,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,17,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,17,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,18,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,18,Intentional self-harm by handgun discharge,White,Other,2
Female,F,18,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,19,Intentional self-harm by handgun discharge,White,Other,2
Female,F,19,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,19,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Female,F,20,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,2
Female,F,20,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,21,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,21,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,23,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,2
Female,F,23,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,24,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,2
Female,F,24,Intentional self-harm by handgun discharge,White,Other,2
Female,F,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,25,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Female,F,25,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,26,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Female,F,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,27,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,27,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,27,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,27,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,28,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,30,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,31,Intentional self-harm by handgun discharge,Black or African American,Other,2
Female,F,31,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,31,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Female,F,31,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,32,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,32,Intentional self-harm by handgun discharge,White,Other,2
Female,F,32,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,32,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,33,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,33,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,34,Intentional self-harm by handgun discharge,Black or African American,Other,2
Female,F,34,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,35,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Female,F,36,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Female,F,36,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,37,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,37,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Female,F,38,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,38,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,39,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,39,Intentional self-harm by handgun discharge,White,Other,2
Female,F,39,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,39,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,39,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,41,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,41,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,41,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,42,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,42,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,42,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,43,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,44,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,45,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,45,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,45,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,46,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,48,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Female,F,48,Intentional self-harm by handgun discharge,Black or African American,Other,2
Female,F,48,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,49,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,49,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,49,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,51,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,53,Intentional self-harm by handgun discharge,White,Other,2
Female,F,53,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,53,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,55,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,56,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,56,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,56,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,57,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Female,F,57,Intentional self-harm by handgun discharge,White,Other,2
Female,F,57,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,58,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,59,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,60,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,61,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,61,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,62,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,64,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,64,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Female,F,64,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,65,Intentional self-harm by handgun discharge,White,Other,2
Female,F,65,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,65,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,66,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,67,Intentional self-harm by handgun discharge,White,Other,2
Female,F,67,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Female,F,68,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,69,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,70,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,70,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,70,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Female,F,74,Intentional self-harm by handgun discharge,White,Other,2
Female,F,74,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,76,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Female,F,77,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Female,F,77,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,78,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Female,F,78,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,79,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,83,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Female,F,84,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,85,Intentional self-harm by handgun discharge,White,Decedent's home,2
Female,F,88,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,2
Male,M,10,Intentional self-harm by handgun discharge,White,Decedent's home,2
Male,M,11,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Male,M,11,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,2
Male,M,12,Intentional self-harm by handgun discharge,White,Other,2
Male,M,12,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,12,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Male,M,13,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,14,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,14,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,14,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,2
Male,M,14,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,15,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,15,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,15,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,16,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,2
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,2
Male,M,16,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,17,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,17,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,17,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,17,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,18,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Inpatient,2
Male,M,18,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,2
Male,M,18,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,18,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,18,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,2
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,19,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,2
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,2
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,2
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,2
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,2
Male,M,20,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,2
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,21,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,22,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,22,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,22,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,2
Male,M,22,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,2
Male,M,22,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,23,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,23,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,2
Male,M,23,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,2
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,2
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,24,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,24,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,24,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,25,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,25,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,2
Male,M,26,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,2
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,2
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,27,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,27,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,29,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,30,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,2
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,2
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,31,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,31,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,2
Male,M,32,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,32,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,32,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,32,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,32,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,33,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,33,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,33,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,33,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,33,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,34,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,34,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,34,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,34,Intentional self-harm by other and unspecified firearm discharge,White,Hospice facility,2
Male,M,35,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,2
Male,M,35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,2
Male,M,35,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,35,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,36,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,36,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,36,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,36,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,37,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,37,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,2
Male,M,38,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,38,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,2
Male,M,38,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,39,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,39,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,2
Male,M,39,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,39,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,39,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,40,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,2
Male,M,40,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,40,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,41,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,41,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,2
Male,M,41,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,42,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,42,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,2
Male,M,43,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,43,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,43,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,43,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,43,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,44,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,44,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,44,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,44,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,45,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,45,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,45,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,45,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,46,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,46,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,47,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,47,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Male,M,48,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,48,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,48,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,48,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Male,M,49,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,49,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,49,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,49,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,50,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,2
Male,M,50,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,50,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,50,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Dead on Arrival,2
Male,M,50,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,2
Male,M,50,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,50,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,50,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,50,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Male,M,51,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,51,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,52,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,52,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,2
Male,M,52,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,53,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,53,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,54,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
