Gender,Gender Code,Single-Year Ages,Single-Year Ages Code,Cause of death,Cause of death Code,Race,Race Code,Place of Death,Place of Death Code,Deaths,Population,Crude Rate
Male,M,66 years,66,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Male,M,66 years,66,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,67 years,67,Assault by handgun discharge,X93,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,67 years,67,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,67 years,67,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,67 years,67,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,68 years,68,Assault by handgun discharge,X93,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,68 years,68,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,68 years,68,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,68 years,68,Assault by other and unspecified firearm discharge,X95,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,68 years,68,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,69 years,69,Assault by handgun discharge,X93,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,69 years,69,"Assault by rifle, shotgun and larger firearm discharge",X94,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,69 years,69,Assault by other and unspecified firearm discharge,X95,American Indian or Alaska Native,1002-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,69 years,69,Assault by other and unspecified firearm discharge,X95,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,69 years,69,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,69 years,69,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,70 years,70,Assault by handgun discharge,X93,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,70 years,70,Assault by handgun discharge,X93,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,70 years,70,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,70 years,70,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,70 years,70,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,70 years,70,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,70 years,70,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,71 years,71,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Hospice facility,5,1,Not Applicable,Not Applicable
Male,M,71 years,71,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,72 years,72,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,72 years,72,Assault by handgun discharge,X93,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,72 years,72,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,72 years,72,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,72 years,72,Assault by other and unspecified firearm discharge,X95,Asian or Pacific Islander,A-PI,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,72 years,72,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,72 years,72,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,73 years,73,Assault by handgun discharge,X93,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,73 years,73,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,73 years,73,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,73 years,73,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,74 years,74,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,74 years,74,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,75 years,75,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,76 years,76,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,76 years,76,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,76 years,76,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,77 years,77,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,77 years,77,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,77 years,77,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,77 years,77,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,77 years,77,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,77 years,77,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,78 years,78,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,78 years,78,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,78 years,78,Assault by other and unspecified firearm discharge,X95,American Indian or Alaska Native,1002-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,78 years,78,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,78 years,78,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,78 years,78,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,78 years,78,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,79 years,79,Assault by handgun discharge,X93,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,79 years,79,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,79 years,79,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,79 years,79,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,80 years,80,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,80 years,80,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,80 years,80,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,81 years,81,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,81 years,81,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,81 years,81,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,81 years,81,Assault by other and unspecified firearm discharge,X95,White,2106-3,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,82 years,82,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,82 years,82,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,82 years,82,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,82 years,82,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,82 years,82,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,83 years,83,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,83 years,83,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,84 years,84,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,84 years,84,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,84 years,84,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,85 years,85,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,85 years,85,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,86 years,86,"Assault by rifle, shotgun and larger firearm discharge",X94,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,86 years,86,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Nursing home/long term care,6,1,Not Applicable,Not Applicable
Male,M,86 years,86,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,86 years,86,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,86 years,86,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,87 years,87,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,88 years,88,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,89 years,89,Assault by handgun discharge,X93,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,89 years,89,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,89 years,89,Assault by other and unspecified firearm discharge,X95,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,89 years,89,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,91 years,91,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,92 years,92,Assault by other and unspecified firearm discharge,X95,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,92 years,92,Assault by other and unspecified firearm discharge,X95,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,Not Stated,NS,Assault by other and unspecified firearm discharge,X95,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,2 years,2,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,5 years,5,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,8 years,8,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,13 years,13,"Handgun discharge, undetermined intent",Y22,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,14 years,14,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,16 years,16,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,16 years,16,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,17 years,17,"Handgun discharge, undetermined intent",Y22,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,19 years,19,"Handgun discharge, undetermined intent",Y22,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,19 years,19,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,21 years,21,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Female,F,22 years,22,"Handgun discharge, undetermined intent",Y22,Asian or Pacific Islander,A-PI,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,22 years,22,"Handgun discharge, undetermined intent",Y22,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,23 years,23,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,23 years,23,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,23 years,23,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,24 years,24,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,25 years,25,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,25 years,25,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,26 years,26,"Handgun discharge, undetermined intent",Y22,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,26 years,26,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,27 years,27,"Handgun discharge, undetermined intent",Y22,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,27 years,27,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,28 years,28,"Other and unspecified firearm discharge, undetermined intent",Y24,American Indian or Alaska Native,1002-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,28 years,28,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,29 years,29,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,29 years,29,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,29 years,29,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,30 years,30,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,33 years,33,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Female,F,34 years,34,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,34 years,34,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,35 years,35,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,35 years,35,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,36 years,36,"Handgun discharge, undetermined intent",Y22,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,36 years,36,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,36 years,36,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,36 years,36,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,37 years,37,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,37 years,37,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,38 years,38,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,38 years,38,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,39 years,39,"Other and unspecified firearm discharge, undetermined intent",Y24,Asian or Pacific Islander,A-PI,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,39 years,39,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,40 years,40,"Handgun discharge, undetermined intent",Y22,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,41 years,41,"Handgun discharge, undetermined intent",Y22,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,41 years,41,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,45 years,45,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,46 years,46,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,47 years,47,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,47 years,47,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,49 years,49,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,50 years,50,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,51 years,51,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,53 years,53,"Handgun discharge, undetermined intent",Y22,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,53 years,53,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,53 years,53,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Dead on Arrival,3,1,Not Applicable,Not Applicable
Female,F,53 years,53,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,56 years,56,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,58 years,58,"Handgun discharge, undetermined intent",Y22,American Indian or Alaska Native,1002-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,58 years,58,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,60 years,60,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,62 years,62,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,62 years,62,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,63 years,63,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,65 years,65,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,66 years,66,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,68 years,68,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,68 years,68,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Female,F,73 years,73,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Female,F,74 years,74,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,76 years,76,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,79 years,79,"Handgun discharge, undetermined intent",Y22,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Female,F,80 years,80,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Female,F,82 years,82,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,1 year,1,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,2 years,2,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,3 years,3,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,3 years,3,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,3 years,3,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,4 years,4,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,5 years,5,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,5 years,5,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,5 years,5,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,7 years,7,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,9 years,9,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,10 years,10,"Handgun discharge, undetermined intent",Y22,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,10 years,10,"Handgun discharge, undetermined intent",Y22,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,10 years,10,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,11 years,11,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,12 years,12,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,12 years,12,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,12 years,12,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,12 years,12,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
Male,M,13 years,13,"Handgun discharge, undetermined intent",Y22,Black or African American,2054-5,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,13 years,13,"Other and unspecified firearm discharge, undetermined intent",Y24,American Indian or Alaska Native,1002-5,Other,7,1,Not Applicable,Not Applicable
Male,M,13 years,13,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,14 years,14,"Handgun discharge, undetermined intent",Y22,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,14 years,14,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Other,7,1,Not Applicable,Not Applicable
Male,M,14 years,14,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,14 years,14,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,15 years,15,"Handgun discharge, undetermined intent",Y22,White,2106-3,Decedent's home,4,1,Not Applicable,Not Applicable
Male,M,15 years,15,"Other and unspecified firearm discharge, undetermined intent",Y24,Black or African American,2054-5,Medical Facility - Inpatient,1,1,Not Applicable,Not Applicable
Male,M,15 years,15,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Medical Facility - Outpatient or ER,2,1,Not Applicable,Not Applicable
Male,M,15 years,15,"Other and unspecified firearm discharge, undetermined intent",Y24,White,2106-3,Other,7,1,Not Applicable,Not Applicable
